timestamp,timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
07-01-2015,1.00.00 PM,982,9.5,6,71.5,28,2,0,0,3
07-01-2015,2.00.00 PM,783,10,6.5,62,28.5,2,0,0,3
07-01-2015,3.00.00 PM,794,9,6,68.5,25,2,0,0,3
07-01-2015,4.00.00 PM,1171,9,6,76,25,3,0,0,3
07-01-2015,5.00.00 PM,2647,9.5,6.5,71.5,24,3,0,0,3
07-01-2015,6.00.00 PM,2579,10,7,71,30,3,0,0,3
07-01-2015,8.00.00 PM,657,10,6.5,79,30.5,3,0,0,3
07-01-2015,9.00.00 PM,516,10,7,82,27,7,0,0,3
07-01-2015,10.00.00 PM,414,10,7,82,27,7,0,0,3
07-01-2015,11.00.00 PM,206,10,7,85,24,7,0,0,3
08-01-2015,12.00.00 AM,123,11,11,82,26,4,0,0,3
08-01-2015,1.00.00 AM,56,11.5,11.5,85,24,3,0,0,3
08-01-2015,2.00.00 AM,51,12,12,82,25,3,0,0,3
08-01-2015,3.00.00 AM,33,12,12,85,22,3,0,0,3
08-01-2015,4.00.00 AM,32,12,12,88,20.5,7,0,0,3
08-01-2015,5.00.00 AM,87,12,12,80,20.5,7,0,0,3
08-01-2015,6.00.00 AM,511,11.5,11.5,74.5,17,3,0,0,3
08-01-2015,7.00.00 AM,982,10.5,9.5,82.5,17,7,0,0,3
08-01-2015,8.00.00 AM,1228,9.5,7.5,87.5,14,7,0,0,3
08-01-2015,9.00.00 AM,573,9,7,87,13,7,0,0,3
08-01-2015,10.00.00 AM,185,9,7,87,14,7,0,0,3
08-01-2015,11.00.00 AM,193,9,6,82,20.5,7,0,0,3
08-01-2015,12.00.00 PM,522,9,6.5,84.5,17,2,0,0,3
08-01-2015,1.00.00 PM,672,9,5.5,79,27,2,0,0,3
08-01-2015,2.00.00 PM,761,10,7,71,22,2,0,0,3
08-01-2015,3.00.00 PM,781,9,6,71,22,2,0,0,3
08-01-2015,4.00.00 PM,1212,9,6,71,19.5,2,0,0,3
08-01-2015,5.00.00 PM,2351,9,6,76,22,2,0,0,3
08-01-2015,6.00.00 PM,2110,8.5,5.5,73.5,22.5,1,0,0,3
08-01-2015,7.00.00 PM,1239,8,5,73.5,20.5,1,0,0,3
08-01-2015,8.00.00 PM,752,8,5,76,17,1,0,0,3
08-01-2015,9.00.00 PM,457,8,4.5,76,20.5,1,0,0,3
08-01-2015,10.00.00 PM,423,8.5,5.5,73.5,21,1,0,0,3
08-01-2015,11.00.00 PM,267,9,5.5,76,27,2,0,0,3
09-01-2015,12.00.00 AM,147,10,7,71,28,2,0,0,3
09-01-2015,1.00.00 AM,60,10,7,73.5,30,7,0,0,3
09-01-2015,2.00.00 AM,65,10,6.5,79,29.5,7,0,0,3
09-01-2015,3.00.00 AM,42,11,11,79.5,29,3,0,0,3
09-01-2015,4.00.00 AM,47,11,11,85,33,3,0,0,3
09-01-2015,5.00.00 AM,85,11.5,11.5,85,33,3,0,0,3
09-01-2015,6.00.00 AM,441,12,12,82,32.5,3,0,0,3
09-01-2015,7.00.00 AM,1593,12,12,82,31.5,3,0,0,3
09-01-2015,8.00.00 AM,3505,12,12,79.5,25,2,0,0,3
09-01-2015,9.00.00 AM,1768,12,12,74.5,30,2,0,0,3
09-01-2015,10.00.00 AM,799,12.5,12.5,69.5,29.5,1,0,0,3
09-01-2015,11.00.00 AM,806,13,13,67,28,1,0,0,3
09-01-2015,12.00.00 PM,1052,13,13,67,26,1,0,0,3
09-01-2015,1.00.00 PM,1078,13,13,63,30,1,0,0,3
09-01-2015,2.00.00 PM,976,13,13,63,26,2,0,0,3
09-01-2015,3.00.00 PM,912,13.5,13.5,67.5,33.5,7,0,0,3
09-01-2015,4.00.00 PM,1229,13,13,79.5,37,7,0,0,3
09-01-2015,5.00.00 PM,2409,13.5,13.5,85,35,7,0,0,3
09-01-2015,6.00.00 PM,1983,15,15,82,36,7,0,0,3
09-01-2015,7.00.00 PM,1094,15.5,15.5,77,41,7,0,0,3
09-01-2015,8.00.00 PM,686,15,15,72,44,3,0,0,3
09-01-2015,9.00.00 PM,443,15,15,68,41,3,0,0,3
09-01-2015,10.00.00 PM,464,15,15,68,40,3,0,0,3
09-01-2015,11.00.00 PM,420,14,14,77,41.5,4,0,0,3
10-01-2015,12.00.00 AM,392,14,14,77,39,4,0,1,3
10-01-2015,1.00.00 AM,277,14,14,77,40,4,0,1,3
10-01-2015,2.00.00 AM,189,14,14,72,40.5,3,0,1,3
10-01-2015,3.00.00 AM,153,13,13,77,41,3,0,1,3
10-01-2015,4.00.00 AM,90,13,13,77,36,3,0,1,3
10-01-2015,5.00.00 AM,52,13,13,77,35,3,0,1,3
10-01-2015,6.00.00 AM,69,13,13,82,35,7,0,1,3
10-01-2015,7.00.00 AM,143,13,13,79.5,35,3,0,1,3
10-01-2015,8.00.00 AM,321,14,14,74.5,40,3,0,1,3
10-01-2015,9.00.00 AM,619,14,14,77,48,3,0,1,3
10-01-2015,10.00.00 AM,757,14,14,74.5,41,7,0,1,3
10-01-2015,11.00.00 AM,800,11.5,11.5,67.5,42.5,3,0,1,3
10-01-2015,12.00.00 PM,1191,11.5,11.5,58,41.5,2,0,1,3
10-01-2015,1.00.00 PM,1395,10.5,8.5,54,38,3,0,1,3
10-01-2015,2.00.00 PM,1358,9,4.5,54,42.5,3,0,1,3
10-01-2015,3.00.00 PM,1436,9,5,48,35,2,0,1,3
10-01-2015,4.00.00 PM,1270,8,4,51.5,27,1,0,1,3
10-01-2015,5.00.00 PM,1054,8,4,51.5,29,2,0,1,3
10-01-2015,6.00.00 PM,849,7,3,55,26,1,0,1,3
10-01-2015,7.00.00 PM,720,6,2,57,26,1,0,1,3
10-01-2015,8.00.00 PM,556,6,2,57,25,1,0,1,3
10-01-2015,9.00.00 PM,349,6,2,57,21,1,0,1,3
10-01-2015,10.00.00 PM,335,5,1,66,20,1,0,1,3
10-01-2015,11.00.00 PM,334,5,1,66,19.5,1,0,1,3
11-01-2015,12.00.00 AM,360,4.5,0.5,72.5,22,1,0,1,3
11-01-2015,1.00.00 AM,255,4,-0.5,75,22,1,0,1,3
11-01-2015,2.00.00 AM,198,4,-0.5,75,23,1,0,1,3
11-01-2015,3.00.00 AM,135,4,-1,75,27,2,0,1,3
11-01-2015,4.00.00 AM,74,4,-1,72.5,28,1,0,1,3
11-01-2015,5.00.00 AM,57,4,-1,70,27,1,0,1,3
11-01-2015,6.00.00 AM,67,4.5,0,68,24,1,0,1,3
11-01-2015,7.00.00 AM,93,5,1,66,24,1,0,1,3
11-01-2015,8.00.00 AM,241,5,0,66,29.5,1,0,1,3
11-01-2015,9.00.00 AM,538,5.5,0.5,63.5,29,1,0,1,3
11-01-2015,10.00.00 AM,922,6.5,2,61,30,1,0,1,3
11-01-2015,11.00.00 AM,1248,7.5,3.5,59,27,1,0,1,3
11-01-2015,12.00.00 PM,1555,8.5,4.5,55.5,27,1,0,1,3
11-01-2015,1.00.00 PM,1813,9,5,56,28,2,0,1,3
11-01-2015,2.00.00 PM,1639,9,5,60,28,2,0,1,3
11-01-2015,3.00.00 PM,1464,8.5,5,64,26,3,0,1,3
11-01-2015,4.00.00 PM,1097,8,4.5,66,23,3,0,1,3
11-01-2015,5.00.00 PM,827,8,5,71,20.5,7,0,1,3
11-01-2015,6.00.00 PM,519,8,4,73.5,25,7,0,1,3
11-01-2015,7.00.00 PM,493,8,4,73.5,24,3,0,1,3
11-01-2015,8.00.00 PM,315,8,4.5,71,26,7,0,1,3
11-01-2015,9.00.00 PM,260,8,4,71,30,7,0,1,3
11-01-2015,10.00.00 PM,237,9,5,66,37,7,0,1,3
11-01-2015,11.00.00 PM,168,9,5,71,30.5,3,0,1,3
12-01-2015,12.00.00 AM,117,9,5,68.5,29,2,0,0,3
12-01-2015,1.00.00 AM,45,10,6,60,34,4,0,0,3
12-01-2015,2.00.00 AM,29,10,7,64.5,30,4,0,0,3
12-01-2015,3.00.00 AM,36,10,6.5,67,30.5,3,0,0,3
12-01-2015,4.00.00 AM,26,10,6.5,67,33.5,3,0,0,3
12-01-2015,5.00.00 AM,86,10,6,67,35,3,0,0,3
12-01-2015,6.00.00 AM,433,10,6,73.5,31,7,0,0,3
12-01-2015,7.00.00 AM,1541,10,7,76,30,7,0,0,3
12-01-2015,8.00.00 AM,3418,10,6,76,31,3,0,0,3
12-01-2015,9.00.00 AM,1832,11.5,11.5,67,32.5,3,0,0,3
12-01-2015,10.00.00 AM,723,12,12,67,33,3,0,0,3
12-01-2015,11.00.00 AM,654,12,12,74.5,39,3,0,0,3
12-01-2015,12.00.00 PM,700,12,12,79.5,29.5,3,0,0,3
12-01-2015,1.00.00 PM,631,12,12,79.5,29.5,3,0,0,3
12-01-2015,2.00.00 PM,520,12.5,12.5,77,33,7,0,0,3
12-01-2015,3.00.00 PM,374,12,12,82,25,7,0,0,3
12-01-2015,4.00.00 PM,669,12,12,82,22.5,7,0,0,3
12-01-2015,5.00.00 PM,1510,11.5,11.5,88,22,7,0,0,3
12-01-2015,6.00.00 PM,1186,11,11,94,22,7,0,0,3
12-01-2015,7.00.00 PM,1136,11.5,11.5,85,22,7,0,0,3
12-01-2015,8.00.00 PM,753,12,12,82,20,4,0,0,3
12-01-2015,9.00.00 PM,510,12,12,85,18.5,7,0,0,3
12-01-2015,10.00.00 PM,184,12,12,88,21,7,0,0,3
12-01-2015,11.00.00 PM,86,12,12,88,23,7,0,0,3
13-01-2015,12.00.00 AM,64,12,12,88,25,7,0,0,3
13-01-2015,1.00.00 AM,29,12,12,88,30,7,0,0,3
13-01-2015,2.00.00 AM,21,11.5,11.5,88,24.5,7,0,0,3
13-01-2015,3.00.00 AM,13,11,11,85,19,7,0,0,3
13-01-2015,4.00.00 AM,33,11,11,82,21,7,0,0,3
13-01-2015,5.00.00 AM,113,10.5,9,79.5,21,7,0,0,3
13-01-2015,6.00.00 AM,600,10,7.5,82,20.5,2,0,0,3
13-01-2015,7.00.00 AM,1584,9.5,6.5,79,21,7,0,0,3
13-01-2015,8.00.00 AM,3960,9,6.5,71,16,2,0,0,3
13-01-2015,9.00.00 AM,2090,9,6,71,18,2,0,0,3
13-01-2015,10.00.00 AM,960,9,6.5,71,17.5,1,0,0,3
13-01-2015,11.00.00 AM,866,9,6,68.5,18,2,0,0,3
13-01-2015,12.00.00 PM,1019,9.5,6.5,64,20.5,7,0,0,3
13-01-2015,1.00.00 PM,719,9,5.5,73.5,27.5,7,0,0,3
13-01-2015,2.00.00 PM,811,8.5,4.5,71,29,7,0,0,3
13-01-2015,3.00.00 PM,883,8,4.5,73.5,21.5,2,0,0,3
13-01-2015,4.00.00 PM,1391,7.5,4,68.5,23,2,0,0,3
13-01-2015,5.00.00 PM,2886,7,3,71,22,2,0,0,3
13-01-2015,6.00.00 PM,2659,7,4.5,71,14,7,0,0,3
13-01-2015,7.00.00 PM,1548,6,2.5,76,19.5,7,0,0,3
13-01-2015,8.00.00 PM,947,5.5,1.5,76,21,2,0,0,3
13-01-2015,9.00.00 PM,660,5,1,76,23,2,0,0,3
13-01-2015,10.00.00 PM,501,5,2,76,17,1,0,0,3
13-01-2015,11.00.00 PM,340,5,1,70,19.5,1,0,0,3
14-01-2015,12.00.00 AM,168,5,0.5,66,26,1,0,0,3
14-01-2015,1.00.00 AM,79,5,0,66,30,1,0,0,3
14-01-2015,2.00.00 AM,60,5,0.5,66,24,1,0,0,3
14-01-2015,3.00.00 AM,54,4.5,0.5,72.5,21,1,0,0,3
14-01-2015,4.00.00 AM,44,4.5,1.5,72.5,14,1,0,0,3
14-01-2015,5.00.00 AM,93,5,1.5,70,17.5,1,0,0,3
14-01-2015,6.00.00 AM,560,5,1,70,23,3,0,0,3
14-01-2015,7.00.00 AM,1820,4.5,-1,68,30.5,2,0,0,3
14-01-2015,8.00.00 AM,3904,4,-1,70,26,2,0,0,3
14-01-2015,9.00.00 AM,2064,4.5,-0.5,68,29,2,0,0,3
14-01-2015,10.00.00 AM,841,5,0,70,30.5,2,0,0,3
14-01-2015,11.00.00 AM,732,5.5,1,65.5,27,2,0,0,3
14-01-2015,12.00.00 PM,1013,6.5,2.5,59,27,2,0,0,3
14-01-2015,1.00.00 PM,1066,7,3,57,24,2,0,0,3
14-01-2015,2.00.00 PM,913,7,3.5,55,22,2,0,0,3
14-01-2015,3.00.00 PM,969,7,4,55,18,1,0,0,3
14-01-2015,4.00.00 PM,1365,7,4.5,59,16,1,0,0,3
14-01-2015,5.00.00 PM,2638,7.5,4.5,64,16,2,0,0,3
14-01-2015,6.00.00 PM,1974,8,4.5,71,21.5,2,0,0,3
14-01-2015,7.00.00 PM,1254,9,5.5,71,27,3,0,0,3
14-01-2015,8.00.00 PM,885,10,6,69,31,3,0,0,3
14-01-2015,9.00.00 PM,537,10,6,71,38,7,0,0,3
14-01-2015,10.00.00 PM,344,9.5,5.5,76.5,39,7,0,0,3
14-01-2015,11.00.00 PM,188,10,6,79,40,26,0,0,3
15-01-2015,12.00.00 AM,91,10,6,82,40,7,0,0,3
15-01-2015,1.00.00 AM,66,11,11,79.5,40,26,0,0,3
15-01-2015,2.00.00 AM,25,11,11,82,44.5,26,0,0,3
15-01-2015,3.00.00 AM,23,11.5,11.5,79.5,45,7,0,0,3
15-01-2015,4.00.00 AM,23,11,11,77,37,26,0,0,3
15-01-2015,5.00.00 AM,62,10,6.5,79,31.5,7,0,0,3
15-01-2015,6.00.00 AM,481,9.5,5.5,73.5,29.5,7,0,0,3
15-01-2015,7.00.00 AM,1692,9,6,73.5,23,2,0,0,3
15-01-2015,8.00.00 AM,3673,9,6,66,21,1,0,0,3
15-01-2015,9.00.00 AM,1941,9,6,73.5,19.5,2,0,0,3
15-01-2015,10.00.00 AM,844,9,6,76,21,2,0,0,3
15-01-2015,11.00.00 AM,729,9,6,66,26,2,0,0,3
15-01-2015,12.00.00 PM,835,8.5,5,71,25,7,0,0,3
15-01-2015,1.00.00 PM,1005,9,5,64,32.5,2,0,0,3
15-01-2015,2.00.00 PM,828,9,5,60,30.5,2,0,0,3
15-01-2015,3.00.00 PM,912,9,5,52,36,2,0,0,3
15-01-2015,4.00.00 PM,1249,8,4,53,29,2,0,0,3
15-01-2015,5.00.00 PM,2524,7.5,3.5,55,29.5,2,0,0,3
15-01-2015,6.00.00 PM,2480,7,3,57,29.5,2,0,0,3
15-01-2015,7.00.00 PM,1353,8,4,51.5,29.5,2,0,0,3
15-01-2015,8.00.00 PM,810,7,2,51,34,2,0,0,3
15-01-2015,9.00.00 PM,591,6.5,1.5,57,32,1,0,0,3
15-01-2015,10.00.00 PM,430,6.5,1.5,59,33,2,0,0,3
15-01-2015,11.00.00 PM,301,7,3,57,29.5,1,0,0,3
16-01-2015,12.00.00 AM,208,7,3,53,31,1,0,0,3
16-01-2015,1.00.00 AM,117,7,3,53,27.5,1,0,0,3
16-01-2015,2.00.00 AM,71,6.5,2.5,59,22,1,0,0,3
16-01-2015,3.00.00 AM,59,6.5,2.5,59,25,1,0,0,3
16-01-2015,4.00.00 AM,46,6.5,3,55,20.5,1,0,0,3
16-01-2015,5.00.00 AM,88,6.5,3,55,20.5,1,0,0,3
16-01-2015,6.00.00 AM,471,7,4,55,18.5,1,0,0,3
16-01-2015,7.00.00 AM,1648,7,4.5,59,15,7,0,0,3
16-01-2015,8.00.00 AM,3546,7,4.5,61,15,3,0,0,3
16-01-2015,9.00.00 AM,1980,6,3,71,13,2,0,0,3
16-01-2015,10.00.00 AM,878,6.5,3.5,68.5,17,2,0,0,3
16-01-2015,11.00.00 AM,795,6,2.5,76,19.5,2,0,0,3
16-01-2015,12.00.00 PM,994,6,3,73.5,17,2,0,0,3
16-01-2015,1.00.00 PM,1122,7,4,68.5,15,2,0,0,3
16-01-2015,2.00.00 PM,941,7,4.5,66,15,2,0,0,3
16-01-2015,3.00.00 PM,1104,7,4,66,15,2,0,0,3
16-01-2015,4.00.00 PM,1149,6,2,68.5,23.5,7,0,0,3
16-01-2015,5.00.00 PM,2348,5.5,2.5,76,14,2,0,0,3
16-01-2015,6.00.00 PM,2002,5,1.5,73,16,3,0,0,3
16-01-2015,7.00.00 PM,1183,4,1,72.5,12,1,0,0,3
16-01-2015,8.00.00 PM,693,4,2,72.5,9,1,0,0,3
16-01-2015,9.00.00 PM,473,3,0,75,11,1,0,0,3
16-01-2015,10.00.00 PM,386,2.5,-1.5,72.5,15,1,0,0,3
16-01-2015,11.00.00 PM,361,2.5,-1,81,12,1,0,0,3
17-01-2015,12.00.00 AM,328,2,-2,81,13,1,0,1,3
17-01-2015,1.00.00 AM,220,2,-1.5,81,12,1,0,1,3
17-01-2015,2.00.00 AM,199,1,-3,81,14,1,0,1,3
17-01-2015,3.00.00 AM,144,1,-3,81,15,1,0,1,3
17-01-2015,4.00.00 AM,76,1,-2,81,10,1,0,1,3
17-01-2015,5.00.00 AM,68,0.5,-2.5,77.5,8,1,0,1,3
17-01-2015,6.00.00 AM,70,0.5,-3,77.5,10,1,0,1,3
17-01-2015,7.00.00 AM,154,1.5,-2.5,72.5,16,1,0,1,3
17-01-2015,8.00.00 AM,350,2.5,-1.5,67.5,15,1,0,1,3
17-01-2015,9.00.00 AM,682,3.5,-0.5,65,16,1,0,1,3
17-01-2015,10.00.00 AM,784,4,0,70,21,7,0,1,3
17-01-2015,11.00.00 AM,998,5,1.5,73,18.5,7,0,1,3
17-01-2015,12.00.00 PM,1360,6.5,3.5,73.5,17,2,0,1,3
17-01-2015,1.00.00 PM,1421,6,2.5,73.5,20.5,2,0,1,3
17-01-2015,2.00.00 PM,1531,7,4,66,17,2,0,1,3
17-01-2015,3.00.00 PM,1527,6,3,71,18,1,0,1,3
17-01-2015,4.00.00 PM,1257,6,3,71,15,1,0,1,3
17-01-2015,5.00.00 PM,997,5,2.5,76,10,1,0,1,3
17-01-2015,6.00.00 PM,765,5,2,76,13,1,0,1,3
17-01-2015,7.00.00 PM,719,5,2,76,12,1,0,1,3
17-01-2015,8.00.00 PM,525,5,3,81,9,1,0,1,3
17-01-2015,9.00.00 PM,415,5,2.5,76,10,1,0,1,3
17-01-2015,10.00.00 PM,328,5,3,76,7,2,0,1,3
17-01-2015,11.00.00 PM,350,5,2.5,78.5,9,7,0,1,3
18-01-2015,12.00.00 AM,383,5,3,76,7,2,0,1,3
18-01-2015,1.00.00 AM,268,5,3.5,76,6.5,7,0,1,3
18-01-2015,2.00.00 AM,268,5,3,81,8,7,0,1,3
18-01-2015,3.00.00 AM,140,4.5,3,84,6.5,7,0,1,3
18-01-2015,4.00.00 AM,73,4,4,87,0,7,0,1,3
18-01-2015,5.00.00 AM,53,4,3.5,90,5,7,0,1,3
18-01-2015,6.00.00 AM,54,4,3.5,90,5,7,0,1,3
18-01-2015,7.00.00 AM,97,4,3.5,87,5,7,0,1,3
18-01-2015,8.00.00 AM,210,4,3.5,93,5,2,0,1,3
18-01-2015,9.00.00 AM,406,4,2.5,90,6.5,7,0,1,3
18-01-2015,10.00.00 AM,693,4,2,87,9,7,0,1,3
18-01-2015,11.00.00 AM,906,4,1.5,84,9,4,0,1,3
18-01-2015,12.00.00 PM,1244,4,1,81,12,2,0,1,3
18-01-2015,1.00.00 PM,1401,4,1,81,12,2,0,1,3
18-01-2015,2.00.00 PM,1313,4,1,75,14,2,0,1,3
18-01-2015,3.00.00 PM,1450,4,1,75,13,2,0,1,3
18-01-2015,4.00.00 PM,1111,3,2,81,6,2,0,1,3
18-01-2015,5.00.00 PM,844,3,3,81,4,1,0,1,3
18-01-2015,6.00.00 PM,694,2,0,87,6.5,1,0,1,3
18-01-2015,7.00.00 PM,510,2,-0.5,87,8,1,0,1,3
18-01-2015,8.00.00 PM,370,1.5,0.5,87,5.5,1,0,1,3
18-01-2015,9.00.00 PM,265,1,1,87,4,1,0,1,3
18-01-2015,10.00.00 PM,249,1,1,87,4,1,0,1,3
18-01-2015,11.00.00 PM,197,0.5,-1.5,90,6,1,0,1,3
19-01-2015,12.00.00 AM,128,0,-3,93,8,1,0,0,3
19-01-2015,1.00.00 AM,57,0.5,-2.5,93,8,2,0,0,3
19-01-2015,2.00.00 AM,30,1,0,93,5.5,2,0,0,3
19-01-2015,3.00.00 AM,32,0.5,-0.5,93,3.5,2,0,0,3
19-01-2015,4.00.00 AM,36,0.5,-1,93,4.5,3,0,0,3
19-01-2015,5.00.00 AM,88,1,-1,93,6.5,3,0,0,3
19-01-2015,6.00.00 AM,472,1,-1,90,7,3,0,0,3
19-01-2015,7.00.00 AM,1695,1,-1,90,6.5,2,0,0,3
19-01-2015,8.00.00 AM,3554,2,-0.5,84,7.5,3,0,0,3
19-01-2015,9.00.00 AM,1828,2,-0.5,87,8,3,0,0,3
19-01-2015,10.00.00 AM,794,3,1,75,7.5,2,0,0,3
19-01-2015,11.00.00 AM,688,3.5,3,72.5,3,2,0,0,3
19-01-2015,12.00.00 PM,923,4,1.5,70,9,2,0,0,3
19-01-2015,1.00.00 PM,913,4,2,70,8,2,0,0,3
19-01-2015,2.00.00 PM,815,5,3.5,66,7.5,3,0,0,3
19-01-2015,3.00.00 PM,908,5,4,63.5,6,3,0,0,3
19-01-2015,4.00.00 PM,1257,4,2.5,67.5,6.5,3,0,0,3
19-01-2015,5.00.00 PM,2774,3.5,2.5,72.5,6,2,0,0,3
19-01-2015,6.00.00 PM,2543,3.5,2.5,72.5,6,3,0,0,3
19-01-2015,7.00.00 PM,1442,3.5,1.5,72.5,7,3,0,0,3
19-01-2015,8.00.00 PM,893,3,1.5,75,6.5,3,0,0,3
